Curs Acadèmic,Tipus universitat,Sigles,Tipus Estudi,Branca,Sexe,Integrat S/N,Taxa rendiment,% Abandonament a primer curs
21-22,PÚBLICA,URV,grau,Ciències socials i jurídiques,DONA,Adscrit,0.918038972413654,0.0839160839160839
21-22,PÚBLICA,URV,grau,Ciències socials i jurídiques,DONA,Integrat,0.8442120069678716,0.09258054243844303
21-22,PÚBLICA,URV,grau,Ciències socials i jurídiques,HOME,Adscrit,0.8162044072948325,0.10567765567765565
21-22,PÚBLICA,URV,grau,Ciències socials i jurídiques,HOME,Integrat,0.7908526130809529,0.10064005642254824
21-22,PÚBLICA,URV,grau,Enginyeria i arquitectura,DONA,Adscrit,0.802966101694915,0.0
21-22,PÚBLICA,URV,grau,Enginyeria i arquitectura,DONA,Integrat,0.6525390655839025,0.1229921271538918
21-22,PÚBLICA,URV,grau,Enginyeria i arquitectura,HOME,Adscrit,0.845410628019324,0.0
21-22,PÚBLICA,URV,grau,Enginyeria i arquitectura,HOME,Integrat,0.6643073576062248,0.12377010036027757
21-22,PÚBLICA,URV,màster universitari,Arts i humanitats,DONA,Integrat,0.9115088356740966,0.0175438596491228
21-22,PÚBLICA,URV,màster universitari,Arts i humanitats,HOME,Integrat,0.828518572047984,0.325
21-22,PÚBLICA,URV,màster universitari,Ciències,DONA,Integrat,0.9640522875816994,0.075
21-22,PÚBLICA,URV,màster universitari,Ciències,HOME,Integrat,0.9711420362328377,0.0
21-22,PÚBLICA,URV,màster universitari,Ciències de la salut,DONA,Integrat,0.9411681713112648,0.09189111542052719
21-22,PÚBLICA,URV,màster universitari,Ciències de la salut,HOME,Integrat,0.7849733725618737,0.07936507936507932
21-22,PÚBLICA,URV,màster universitari,Ciències socials i jurídiques,DONA,Integrat,0.8632429731778681,0.11279594181893035
21-22,PÚBLICA,URV,màster universitari,Ciències socials i jurídiques,HOME,Integrat,0.7594483531365946,0.20629270328065508
21-22,PÚBLICA,URV,màster universitari,Enginyeria i arquitectura,DONA,Integrat,0.7823805890653195,0.14923747276688454
21-22,PÚBLICA,URV,màster universitari,Enginyeria i arquitectura,HOME,Integrat,0.7700832851999659,0.1221076458752515
21-22,PÚBLICA,UdG,grau,Arts i humanitats,DONA,Adscrit,0.954884017876144,0.05
21-22,PÚBLICA,UdG,grau,Arts i humanitats,DONA,Integrat,0.8106798969245099,0.2203798185941043
21-22,PÚBLICA,UdG,grau,Arts i humanitats,HOME,Adscrit,0.913764510779436,0.142857142857143
21-22,PÚBLICA,UdG,grau,Arts i humanitats,HOME,Integrat,0.7930606885811792,0.1328961010241417
21-22,PÚBLICA,UdG,grau,Ciències,DONA,Integrat,0.8890791312917571,0.051506258229621515
21-22,PÚBLICA,UdG,grau,Ciències,HOME,Integrat,0.8711457052133715,0.035890652557319234
21-22,PÚBLICA,UdG,grau,Ciències de la salut,DONA,Adscrit,0.880156063795297,0.0704655062671367
21-22,PÚBLICA,UdG,grau,Ciències de la salut,DONA,Integrat,0.8417201098758432,0.026272865323296934
21-22,PÚBLICA,UdG,grau,Ciències de la salut,HOME,Adscrit,0.8447514042151755,0.06702248252408835
21-22,PÚBLICA,UdG,grau,Ciències de la salut,HOME,Integrat,0.933029989945017,0.037037037037037
21-22,PÚBLICA,UdG,grau,Ciències socials i jurídiques,DONA,Adscrit,0.8997317095267898,0.09752385772122615
21-22,PÚBLICA,UdG,grau,Ciències socials i jurídiques,DONA,Integrat,0.8757454991977002,0.08498933380769122
21-22,PÚBLICA,UdG,grau,Ciències socials i jurídiques,HOME,Adscrit,0.8562466654738996,0.09096343873517794
21-22,PÚBLICA,UdG,grau,Ciències socials i jurídiques,HOME,Integrat,0.8364857081489742,0.07208394804092984
21-22,PÚBLICA,UdG,grau,Enginyeria i arquitectura,DONA,Integrat,0.7035753528872499,0.20388586203712253
21-22,PÚBLICA,UdG,grau,Enginyeria i arquitectura,HOME,Integrat,0.7201975791820677,0.1334476255339166
21-22,PÚBLICA,UdG,màster universitari,Arts i humanitats,DONA,Integrat,0.8345389421657936,0.125
21-22,PÚBLICA,UdG,màster universitari,Arts i humanitats,HOME,Integrat,0.9151515151515154,0.0
21-22,PÚBLICA,UdG,màster universitari,Ciències,DONA,Integrat,0.9895381891048045,0.0
21-22,PÚBLICA,UdG,màster universitari,Ciències,HOME,Integrat,0.9558984067663258,0.03125
21-22,PÚBLICA,UdG,màster universitari,Ciències de la salut,DONA,Adscrit,1.0,0.0
21-22,PÚBLICA,UdG,màster universitari,Ciències de la salut,DONA,Integrat,0.9836601307189545,0.08928571428571434
21-22,PÚBLICA,UdG,màster universitari,Ciències de la salut,HOME,Adscrit,0.938356164383562,0.15625
21-22,PÚBLICA,UdG,màster universitari,Ciències de la salut,HOME,Integrat,0.9444444444444444,0.1666666666666665
21-22,PÚBLICA,UdG,màster universitari,Ciències socials i jurídiques,DONA,Integrat,0.9318002546839198,0.10921717171717177
21-22,PÚBLICA,UdG,màster universitari,Ciències socials i jurídiques,HOME,Integrat,0.9593573683482064,0.01677489177489179
21-22,PÚBLICA,UdG,màster universitari,Enginyeria i arquitectura,DONA,Integrat,0.9584090379687864,0.07142857142857142
21-22,PÚBLICA,UdG,màster universitari,Enginyeria i arquitectura,HOME,Integrat,0.9033392319820494,0.051948051948052
21-22,PÚBLICA,UdL,grau,Arts i humanitats,DONA,Integrat,0.762161619562679,0.19154320987654322
21-22,PÚBLICA,UdL,grau,Arts i humanitats,HOME,Integrat,0.7668054577094533,0.2536057692307693
21-22,PÚBLICA,UdL,grau,Ciències,DONA,Integrat,0.787997298813208,0.126923076923077
21-22,PÚBLICA,UdL,grau,Ciències,HOME,Integrat,0.7780722173059905,0.03846153846153845
21-22,PÚBLICA,UdL,grau,Ciències de la salut,DONA,Adscrit,0.854810996563574,0.0
21-22,PÚBLICA,UdL,grau,Ciències de la salut,DONA,Integrat,0.9444919748272641,0.09573820065429106
21-22,PÚBLICA,UdL,grau,Ciències de la salut,HOME,Adscrit,0.846679965802223,0.043859649122807
21-22,PÚBLICA,UdL,grau,Ciències de la salut,HOME,Integrat,0.8929853749555529,0.08126938514869553
21-22,PÚBLICA,UdL,grau,Ciències socials i jurídiques,DONA,Adscrit,0.931988814292473,0.0714285714285715
21-22,PÚBLICA,UdL,grau,Ciències socials i jurídiques,DONA,Integrat,0.7686810222443603,0.10326073215804334
21-22,PÚBLICA,UdL,grau,Ciències socials i jurídiques,HOME,Adscrit,0.7888687235329706,0.25
21-22,PÚBLICA,UdL,grau,Ciències socials i jurídiques,HOME,Integrat,0.7567832066501257,0.09931721832458358
21-22,PÚBLICA,UdL,grau,Enginyeria i arquitectura,DONA,Integrat,0.7800135997567964,0.13616030434212256
21-22,PÚBLICA,UdL,grau,Enginyeria i arquitectura,HOME,Integrat,0.743774069945554,0.10808656660340815
21-22,PÚBLICA,UdL,màster universitari,Arts i humanitats,DONA,Integrat,0.6207514528019058,0.0714285714285715
21-22,PÚBLICA,UdL,màster universitari,Arts i humanitats,HOME,Integrat,0.7201708079451027,0.1555555555555555
21-22,PÚBLICA,UdL,màster universitari,Ciències de la salut,DONA,Integrat,0.9093689029391808,0.07757936507936512
21-22,PÚBLICA,UdL,màster universitari,Ciències de la salut,HOME,Integrat,0.9054048657115499,0.04523809523809524
21-22,PÚBLICA,UdL,màster universitari,Ciències socials i jurídiques,DONA,Adscrit,0.8920869189380883,0.264280303030303
21-22,PÚBLICA,UdL,màster universitari,Ciències socials i jurídiques,DONA,Integrat,0.8855645755872842,0.04671162171162171
21-22,PÚBLICA,UdL,màster universitari,Ciències socials i jurídiques,HOME,Adscrit,0.9369767294372744,0.11075346222405051
21-22,PÚBLICA,UdL,màster universitari,Ciències socials i jurídiques,HOME,Integrat,0.9004566310347533,0.06844523401127178
21-22,PÚBLICA,UdL,màster universitari,Enginyeria i arquitectura,DONA,Integrat,0.9233294134589485,0.08333333333333333
21-22,PÚBLICA,UdL,màster universitari,Enginyeria i arquitectura,HOME,Integrat,0.8191018240184827,0.19188369474410658
22-23,PRIVADA,UAO,grau,Arts i humanitats,DONA,Integrat,0.645579268292683,0.25
22-23,PRIVADA,UAO,grau,Arts i humanitats,HOME,Integrat,0.735182849936948,0.266666666666667
22-23,PRIVADA,UAO,grau,Ciències de la salut,DONA,Integrat,0.759473197781885,0.137254901960784
22-23,PRIVADA,UAO,grau,Ciències de la salut,HOME,Integrat,0.609217125826852,0.181818181818182
22-23,PRIVADA,UAO,grau,Ciències socials i jurídiques,DONA,Integrat,0.8307989299171605,0.09338655079256583
22-23,PRIVADA,UAO,grau,Ciències socials i jurídiques,HOME,Integrat,0.7648929050316859,0.12183881761886876
22-23,PRIVADA,UAO,màster universitari,Ciències de la salut,DONA,Integrat,1.0,0.0
22-23,PRIVADA,UAO,màster universitari,Ciències de la salut,HOME,Integrat,1.0,0.0
22-23,PRIVADA,UAO,màster universitari,Ciències socials i jurídiques,DONA,Integrat,0.8902801751264751,0.11573617952928296
22-23,PRIVADA,UAO,màster universitari,Ciències socials i jurídiques,HOME,Integrat,0.8521253768864842,0.13511904761904764
22-23,PRIVADA,UIC,grau,Arts i humanitats,DONA,Integrat,0.865671641791045,0.0625
22-23,PRIVADA,UIC,grau,Arts i humanitats,HOME,Integrat,0.857954545454545,0.0
22-23,PRIVADA,UIC,grau,Ciències de la salut,DONA,Integrat,0.9448372571922251,0.045002627536583406
22-23,PRIVADA,UIC,grau,Ciències de la salut,HOME,Integrat,0.9099794186361078,0.04815412186379928
22-23,PRIVADA,UIC,grau,Ciències socials i jurídiques,DONA,Integrat,0.9397831385605493,0.06503866368681858
22-23,PRIVADA,UIC,grau,Ciències socials i jurídiques,HOME,Integrat,0.8584816267973878,0.04662698412698412
22-23,PRIVADA,UIC,grau,Enginyeria i arquitectura,DONA,Integrat,0.8843742638883825,0.1245519713261648
22-23,PRIVADA,UIC,grau,Enginyeria i arquitectura,HOME,Integrat,0.8672237061274005,0.0734632683658171
22-23,PRIVADA,UIC,màster universitari,Ciències de la salut,DONA,Integrat,0.9738770985471829,0.0679805574542417
22-23,PRIVADA,UIC,màster universitari,Ciències de la salut,HOME,Integrat,0.92989077503801,0.1629807692307692
22-23,PRIVADA,UIC,màster universitari,Ciències socials i jurídiques,DONA,Integrat,0.9814632610765024,0.13740808823529413
22-23,PRIVADA,UIC,màster universitari,Ciències socials i jurídiques,HOME,Integrat,0.9680209235209235,0.15259740259740268
22-23,PRIVADA,UIC,màster universitari,Enginyeria i arquitectura,DONA,Integrat,1.0,0.0
22-23,PRIVADA,URL,grau,Arts i humanitats,DONA,Adscrit,0.879033475962749,0.178861788617886
22-23,PRIVADA,URL,grau,Arts i humanitats,DONA,Integrat,0.8113730411518272,0.041159420289855066
22-23,PRIVADA,URL,grau,Arts i humanitats,HOME,Adscrit,0.791557979606355,0.407407407407407
22-23,PRIVADA,URL,grau,Arts i humanitats,HOME,Integrat,0.8168115654072282,0.14782608695652175
22-23,PRIVADA,URL,grau,Ciències,DONA,Integrat,0.9059026607849134,0.0731707317073171
22-23,PRIVADA,URL,grau,Ciències,HOME,Integrat,0.836790702726874,0.08
22-23,PRIVADA,URL,grau,Ciències de la salut,DONA,Integrat,0.8353392584826943,0.04577546824100359
22-23,PRIVADA,URL,grau,Ciències de la salut,HOME,Integrat,0.8493826013954656,0.04860028860028853
22-23,PRIVADA,URL,grau,Ciències socials i jurídiques,DONA,Integrat,0.9511044075484169,0.05414415227469918
22-23,PRIVADA,URL,grau,Ciències socials i jurídiques,HOME,Integrat,0.9195862944021203,0.09560491059828967
22-23,PRIVADA,URL,grau,Enginyeria i arquitectura,DONA,Integrat,0.7766542716760121,0.023253786640514328
22-23,PRIVADA,URL,grau,Enginyeria i arquitectura,HOME,Integrat,0.6883437983373599,0.12229432817184338
22-23,PRIVADA,URL,màster universitari,Arts i humanitats,DONA,Adscrit,0.796153846153846,1.0
22-23,PRIVADA,URL,màster universitari,Arts i humanitats,DONA,Integrat,0.7,0.0
22-23,PRIVADA,URL,màster universitari,Arts i humanitats,HOME,Adscrit,0.75,1.0
22-23,PRIVADA,URL,màster universitari,Arts i humanitats,HOME,Integrat,0.375,0.25
22-23,PRIVADA,URL,màster universitari,Ciències,DONA,Integrat,0.9461222898722897,0.0
22-23,PRIVADA,URL,màster universitari,Ciències,HOME,Integrat,0.9520769215090801,0.125
22-23,PRIVADA,URL,màster universitari,Ciències de la salut,DONA,Integrat,0.9826115606794025,0.0
22-23,PRIVADA,URL,màster universitari,Ciències de la salut,HOME,Integrat,0.8297942753126453,0.033333333333333395
22-23,PRIVADA,URL,màster universitari,Ciències socials i jurídiques,DONA,Integrat,0.9361526200492266,0.04160476713859441
22-23,PRIVADA,URL,màster universitari,Ciències socials i jurídiques,HOME,Integrat,0.9461327297812689,0.1065122218029846
22-23,PRIVADA,URL,màster universitari,Enginyeria i arquitectura,DONA,Integrat,0.8945889232575054,0.09444444444444448
22-23,PRIVADA,URL,màster universitari,Enginyeria i arquitectura,HOME,Integrat,0.8527747883413163,0.06623456790123455
22-23,PRIVADA,UVIC-UCC,grau,Arts i humanitats,DONA,Adscrit,0.9063660253432645,0.08257850241545911
22-23,PRIVADA,UVIC-UCC,grau,Arts i humanitats,DONA,Integrat,0.91446373231615,0.1665235314324975
22-23,PRIVADA,UVIC-UCC,grau,Arts i humanitats,HOME,Adscrit,0.9096704249783175,0.046875
22-23,PRIVADA,UVIC-UCC,grau,Arts i humanitats,HOME,Integrat,0.860864196837976,0.1915204678362575
22-23,PRIVADA,UVIC-UCC,grau,Ciències,DONA,Integrat,0.796599726329866,0.14222756410256399
22-23,PRIVADA,UVIC-UCC,grau,Ciències,HOME,Integrat,0.7270761899443421,0.14583333333333348
22-23,PRIVADA,UVIC-UCC,grau,Ciències de la salut,DONA,Integrat,0.9040222612808001,0.10592354022634312
22-23,PRIVADA,UVIC-UCC,grau,Ciències de la salut,HOME,Integrat,0.8892863317976992,0.157738294112332
22-23,PRIVADA,UVIC-UCC,grau,Ciències socials i jurídiques,DONA,Adscrit,0.9294098553276577,0.04521829521829525
22-23,PRIVADA,UVIC-UCC,grau,Ciències socials i jurídiques,DONA,Integrat,0.9220730377718866,0.06380875783049694
22-23,PRIVADA,UVIC-UCC,grau,Ciències socials i jurídiques,HOME,Adscrit,0.8870395488631647,0.0714285714285715
22-23,PRIVADA,UVIC-UCC,grau,Ciències socials i jurídiques,HOME,Integrat,0.8438086474851971,0.13071126045042605
22-23,PRIVADA,UVIC-UCC,grau,Enginyeria i arquitectura,DONA,Integrat,0.8260787151417722,0.33333333333333326
22-23,PRIVADA,UVIC-UCC,grau,Enginyeria i arquitectura,HOME,Integrat,0.7807218583336385,0.1563311688311688
22-23,PRIVADA,UVIC-UCC,màster universitari,Arts i humanitats,DONA,Adscrit,0.943396226415094,0.0
22-23,PRIVADA,UVIC-UCC,màster universitari,Arts i humanitats,DONA,Integrat,0.411849710982659,0.333333333333333
22-23,PRIVADA,UVIC-UCC,màster universitari,Arts i humanitats,HOME,Adscrit,1.0,0.0
22-23,PRIVADA,UVIC-UCC,màster universitari,Arts i humanitats,HOME,Integrat,0.851851851851852,0.166666666666667
22-23,PRIVADA,UVIC-UCC,màster universitari,Ciències,DONA,Integrat,0.76775956284153,0.272727272727273
22-23,PRIVADA,UVIC-UCC,màster universitari,Ciències,HOME,Integrat,0.823950870010235,0.294117647058824
22-23,PRIVADA,UVIC-UCC,màster universitari,Ciències de la salut,DONA,Integrat,0.9573771780638138,0.02777777777777775
22-23,PRIVADA,UVIC-UCC,màster universitari,Ciències de la salut,HOME,Integrat,0.9692307692307691,0.03125
22-23,PRIVADA,UVIC-UCC,màster universitari,Ciències socials i jurídiques,DONA,Adscrit,1.0,0.0
22-23,PRIVADA,UVIC-UCC,màster universitari,Ciències socials i jurídiques,DONA,Integrat,0.9404187826435779,0.06025039123630683
22-23,PRIVADA,UVIC-UCC,màster universitari,Ciències socials i jurídiques,HOME,Adscrit,0.999166666666667,0.01
22-23,PRIVADA,UVIC-UCC,màster universitari,Ciències socials i jurídiques,HOME,Integrat,0.9387242099764954,0.09193121693121686
22-23,PÚBLICA,UAB,grau,Arts i humanitats,DONA,Adscrit,0.929014325555523,0.09620670698185795
22-23,PÚBLICA,UAB,grau,Arts i humanitats,DONA,Integrat,0.7896525705888826,0.15875067299200635
22-23,PÚBLICA,UAB,grau,Arts i humanitats,HOME,Adscrit,0.9249259512417405,0.1821631878557875
22-23,PÚBLICA,UAB,grau,Arts i humanitats,HOME,Integrat,0.7017433350896198,0.23989238014378128
22-23,PÚBLICA,UAB,grau,Ciències,DONA,Integrat,0.8830664437510902,0.07987244131408891
22-23,PÚBLICA,UAB,grau,Ciències,HOME,Integrat,0.8306988604951002,0.08890904206693678
22-23,PÚBLICA,UAB,grau,Ciències de la salut,DONA,Adscrit,0.901626846819932,0.10483836777954418
22-23,PÚBLICA,UAB,grau,Ciències de la salut,DONA,Integrat,0.906244643887074,0.04774781639318275
22-23,PÚBLICA,UAB,grau,Ciències de la salut,HOME,Adscrit,0.8716392001874029,0.1388807088475194
22-23,PÚBLICA,UAB,grau,Ciències de la salut,HOME,Integrat,0.8877137941920346,0.05085848720759207
22-23,PÚBLICA,UAB,grau,Ciències socials i jurídiques,DONA,Adscrit,0.9001383650300255,0.07460223146497656
22-23,PÚBLICA,UAB,grau,Ciències socials i jurídiques,DONA,Integrat,0.9119133770365487,0.06981482757214348
22-23,PÚBLICA,UAB,grau,Ciències socials i jurídiques,HOME,Adscrit,0.8203470601673754,0.16213750407298788
22-23,PÚBLICA,UAB,grau,Ciències socials i jurídiques,HOME,Integrat,0.8805168662594518,0.08610036414937589
22-23,PÚBLICA,UAB,grau,Enginyeria i arquitectura,DONA,Adscrit,0.8048924926100407,0.08571428571428572
22-23,PÚBLICA,UAB,grau,Enginyeria i arquitectura,DONA,Integrat,0.8488047526270543,0.05602328705776979
22-23,PÚBLICA,UAB,grau,Enginyeria i arquitectura,HOME,Adscrit,0.7629811416839692,0.16182533944751984
22-23,PÚBLICA,UAB,grau,Enginyeria i arquitectura,HOME,Integrat,0.8051846155195751,0.08335995500796471
22-23,PÚBLICA,UAB,màster universitari,Arts i humanitats,DONA,Adscrit,0.9605110461152213,0.06980056980056987
22-23,PÚBLICA,UAB,màster universitari,Arts i humanitats,DONA,Integrat,0.9331634294691094,0.03789636033403347
22-23,PÚBLICA,UAB,màster universitari,Arts i humanitats,HOME,Adscrit,0.9555555555555557,0.0
22-23,PÚBLICA,UAB,màster universitari,Arts i humanitats,HOME,Integrat,0.9089243154832817,0.08486327913572494
22-23,PÚBLICA,UAB,màster universitari,Ciències,DONA,Integrat,0.9763893957900744,0.013086484593837532
22-23,PÚBLICA,UAB,màster universitari,Ciències,HOME,Integrat,0.9751325874870818,0.011672794117647059
22-23,PÚBLICA,UAB,màster universitari,Ciències de la salut,DONA,Adscrit,0.987576949384405,0.05868212669683262
22-23,PÚBLICA,UAB,màster universitari,Ciències de la salut,DONA,Integrat,0.9764639606406194,0.003968253968253967
22-23,PÚBLICA,UAB,màster universitari,Ciències de la salut,HOME,Adscrit,1.0,0.0
22-23,PÚBLICA,UAB,màster universitari,Ciències de la salut,HOME,Integrat,0.9331617626665796,0.08333333333333333
22-23,PÚBLICA,UAB,màster universitari,Ciències socials i jurídiques,DONA,Adscrit,0.9455057878312362,0.03447161900030747
22-23,PÚBLICA,UAB,màster universitari,Ciències socials i jurídiques,DONA,Integrat,0.9504795827548338,0.05074671273873903
22-23,PÚBLICA,UAB,màster universitari,Ciències socials i jurídiques,HOME,Adscrit,0.962341423594838,0.07908317173023054
22-23,PÚBLICA,UAB,màster universitari,Ciències socials i jurídiques,HOME,Integrat,0.9334587641319758,0.06786165129893196
22-23,PÚBLICA,UAB,màster universitari,Enginyeria i arquitectura,DONA,Integrat,0.7498412698412699,0.05
22-23,PÚBLICA,UAB,màster universitari,Enginyeria i arquitectura,HOME,Integrat,0.9084329004329007,0.04886363636363637
22-23,PÚBLICA,UB,grau,Arts i humanitats,DONA,Adscrit,0.8924095192788227,0.06559714795008913
22-23,PÚBLICA,UB,grau,Arts i humanitats,DONA,Integrat,0.7991016719486557,0.11971430871439244
22-23,PÚBLICA,UB,grau,Arts i humanitats,HOME,Adscrit,0.856088167452561,0.0937680923433203
22-23,PÚBLICA,UB,grau,Arts i humanitats,HOME,Integrat,0.694827444863625,0.14782361258411938
22-23,PÚBLICA,UB,grau,Ciències,DONA,Integrat,0.8725665472470825,0.05780526600417743
22-23,PÚBLICA,UB,grau,Ciències,HOME,Integrat,0.8703542067367903,0.052258196064116844
22-23,PÚBLICA,UB,grau,Ciències de la salut,DONA,Adscrit,0.9306314867200629,0.0325814536340852
22-23,PÚBLICA,UB,grau,Ciències de la salut,DONA,Integrat,0.9109895669765624,0.04703315375093216
22-23,PÚBLICA,UB,grau,Ciències de la salut,HOME,Adscrit,0.8963273188450455,0.0238095238095238
22-23,PÚBLICA,UB,grau,Ciències de la salut,HOME,Integrat,0.8926729500018568,0.06285219369934746
22-23,PÚBLICA,UB,grau,Ciències socials i jurídiques,DONA,Adscrit,0.9288378571208986,0.03884290879871434
22-23,PÚBLICA,UB,grau,Ciències socials i jurídiques,DONA,Integrat,0.8746142260603419,0.06194670228659344
22-23,PÚBLICA,UB,grau,Ciències socials i jurídiques,HOME,Adscrit,0.8340114478078207,0.07789566755084006
22-23,PÚBLICA,UB,grau,Ciències socials i jurídiques,HOME,Integrat,0.8308752089444257,0.07740284673359658
22-23,PÚBLICA,UB,grau,Enginyeria i arquitectura,DONA,Adscrit,0.792,0.333333333333333
22-23,PÚBLICA,UB,grau,Enginyeria i arquitectura,DONA,Integrat,0.8211354203624938,0.0404761904761905
22-23,PÚBLICA,UB,grau,Enginyeria i arquitectura,HOME,Adscrit,0.82109375,0.0810810810810811
22-23,PÚBLICA,UB,grau,Enginyeria i arquitectura,HOME,Integrat,0.8211188111313347,0.03923318397002604
22-23,PÚBLICA,UB,màster universitari,Arts i humanitats,DONA,Adscrit,0.6695427365014349,0.0
22-23,PÚBLICA,UB,màster universitari,Arts i humanitats,DONA,Integrat,0.8522556251737413,0.07754093732354608
22-23,PÚBLICA,UB,màster universitari,Arts i humanitats,HOME,Adscrit,0.6436806218482333,0.142857142857143
22-23,PÚBLICA,UB,màster universitari,Arts i humanitats,HOME,Integrat,0.8913580181172024,0.12364092810317069
22-23,PÚBLICA,UB,màster universitari,Ciències,DONA,Integrat,0.9406881751849591,0.04514796659404503
22-23,PÚBLICA,UB,màster universitari,Ciències,HOME,Integrat,0.9542109358011566,0.03689117313592103
22-23,PÚBLICA,UB,màster universitari,Ciències de la salut,DONA,Adscrit,0.9447286821705427,0.0
22-23,PÚBLICA,UB,màster universitari,Ciències de la salut,DONA,Integrat,0.9359181233732607,0.08047864180016369
22-23,PÚBLICA,UB,màster universitari,Ciències de la salut,HOME,Adscrit,0.9080140565615915,0.09523809523809529
22-23,PÚBLICA,UB,màster universitari,Ciències de la salut,HOME,Integrat,0.8724684643156754,0.1376543799337917
22-23,PÚBLICA,UB,màster universitari,Ciències socials i jurídiques,DONA,Adscrit,0.909649713069852,0.1733954451345756
22-23,PÚBLICA,UB,màster universitari,Ciències socials i jurídiques,DONA,Integrat,0.9338590705066646,0.10255480577827379
22-23,PÚBLICA,UB,màster universitari,Ciències socials i jurídiques,HOME,Adscrit,0.8858708672310716,0.23214285714285718
22-23,PÚBLICA,UB,màster universitari,Ciències socials i jurídiques,HOME,Integrat,0.9062224081339453,0.07049141642164898
22-23,PÚBLICA,UB,màster universitari,Enginyeria i arquitectura,DONA,Integrat,0.993809218950064,0.011363636363636374
22-23,PÚBLICA,UB,màster universitari,Enginyeria i arquitectura,HOME,Integrat,0.9564652199420768,0.0131578947368421
22-23,PÚBLICA,UPC,grau,Arts i humanitats,DONA,Adscrit,0.922012578616352,0.0333333333333333
22-23,PÚBLICA,UPC,grau,Arts i humanitats,HOME,Adscrit,0.865979381443299,0.181818181818182
22-23,PÚBLICA,UPC,grau,Ciències,DONA,Integrat,0.8964799270752559,0.161290322580645
22-23,PÚBLICA,UPC,grau,Ciències,HOME,Integrat,0.962893497500064,0.115384615384615
22-23,PÚBLICA,UPC,grau,Ciències de la salut,DONA,Integrat,0.888046522443571,0.162162162162162
22-23,PÚBLICA,UPC,grau,Ciències de la salut,HOME,Integrat,0.9134853109913186,0.0
22-23,PÚBLICA,UPC,grau,Ciències socials i jurídiques,DONA,Adscrit,0.8907580034351964,0.04917300753759868
22-23,PÚBLICA,UPC,grau,Ciències socials i jurídiques,HOME,Adscrit,0.8511827549275134,0.09129262395193753
22-23,PÚBLICA,UPC,grau,Enginyeria i arquitectura,DONA,Adscrit,0.9042127736984783,0.13838383838383833
22-23,PÚBLICA,UPC,grau,Enginyeria i arquitectura,DONA,Integrat,0.8205640106063287,0.08820365568317891
22-23,PÚBLICA,UPC,grau,Enginyeria i arquitectura,HOME,Adscrit,0.8937491819075974,0.15223978346203748
22-23,PÚBLICA,UPC,grau,Enginyeria i arquitectura,HOME,Integrat,0.8107561536318084,0.08695697809164968
22-23,PÚBLICA,UPC,màster universitari,Ciències,DONA,Integrat,0.9478411490575643,0.0811965811965813
22-23,PÚBLICA,UPC,màster universitari,Ciències,HOME,Integrat,0.9341906059922742,0.057971014492753666
22-23,PÚBLICA,UPC,màster universitari,Ciències de la salut,DONA,Integrat,0.95653406406501,0.0416666666666667
22-23,PÚBLICA,UPC,màster universitari,Ciències de la salut,HOME,Integrat,0.9853658536585366,0.166666666666667
22-23,PÚBLICA,UPC,màster universitari,Ciències socials i jurídiques,DONA,Adscrit,0.9739787676222221,0.012642080674418299
22-23,PÚBLICA,UPC,màster universitari,Ciències socials i jurídiques,DONA,Integrat,0.980297547245678,0.025
22-23,PÚBLICA,UPC,màster universitari,Ciències socials i jurídiques,HOME,Adscrit,0.9806362559170024,0.0120532099479468
22-23,PÚBLICA,UPC,màster universitari,Ciències socials i jurídiques,HOME,Integrat,0.983228511530398,0.037037037037037
22-23,PÚBLICA,UPC,màster universitari,Enginyeria i arquitectura,DONA,Integrat,0.9094995263450087,0.08183649221538437
22-23,PÚBLICA,UPC,màster universitari,Enginyeria i arquitectura,HOME,Integrat,0.9217887596259281,0.10730415314196633
22-23,PÚBLICA,UPF,grau,Arts i humanitats,DONA,Integrat,0.8605118698611026,0.08779998485880833
22-23,PÚBLICA,UPF,grau,Arts i humanitats,HOME,Integrat,0.8028678450321313,0.2830919080919082
22-23,PÚBLICA,UPF,grau,Ciències de la salut,DONA,Adscrit,0.9409782985907119,0.061993681993681916
22-23,PÚBLICA,UPF,grau,Ciències de la salut,DONA,Integrat,0.9143561842316856,0.06757349714787195
22-23,PÚBLICA,UPF,grau,Ciències de la salut,HOME,Adscrit,0.91365287284654,0.060932042997260384
22-23,PÚBLICA,UPF,grau,Ciències de la salut,HOME,Integrat,0.9024488193775477,0.09429824561403516
22-23,PÚBLICA,UPF,grau,Ciències socials i jurídiques,DONA,Adscrit,0.8781089747240366,0.10178424504280983
22-23,PÚBLICA,UPF,grau,Ciències socials i jurídiques,DONA,Integrat,0.9295163653182275,0.05156985813312233
22-23,PÚBLICA,UPF,grau,Ciències socials i jurídiques,HOME,Adscrit,0.8744763738609685,0.08266306915642102
22-23,PÚBLICA,UPF,grau,Ciències socials i jurídiques,HOME,Integrat,0.9143614667428265,0.05750971735229249
22-23,PÚBLICA,UPF,grau,Enginyeria i arquitectura,DONA,Adscrit,0.9086851186125052,0.0785714285714286
22-23,PÚBLICA,UPF,grau,Enginyeria i arquitectura,DONA,Integrat,0.8292014043026239,0.046464646464646445
22-23,PÚBLICA,UPF,grau,Enginyeria i arquitectura,HOME,Adscrit,0.8530967526625758,0.12630409449653052
